id,key,value,type 
240430183,source,"City of Redwood City, CA 1013",regular
240430183,building,yes,regular
240430183,addr:city,Redwood City,city
240430183,redwood_city_ca:bld_gid,21554,bld_gid
240430192,source,"City of Redwood City, CA 1013",regular
240430192,building,yes,regular
240430192,addr:city,Redwood City,city
240430192,redwood_city_ca:bld_gid,13419,bld_gid
240430202,source,"City of Redwood City, CA 1013",regular
240430202,building,yes,regular
240430202,addr:city,Redwood City,city
240430202,redwood_city_ca:bld_gid,13134,bld_gid
240430207,source,"City of Redwood City, CA 1013",regular
240430207,building,yes,regular
240430207,addr:city,Redwood City,city
240430207,redwood_city_ca:bld_gid,30882,bld_gid
240430212,source,"City of Redwood City, CA 1013",regular
240430212,building,yes,regular
240430212,addr:city,Redwood City,city
240430212,redwood_city_ca:bld_gid,14196,bld_gid
240430219,source,"City of Redwood City, CA 1013",regular
240430219,building,yes,regular
240430219,addr:city,Redwood City,city
240430219,redwood_city_ca:bld_gid,6536,bld_gid
240430528,source,"City of Redwood City, CA 1013",regular
240430528,building,yes,regular
240430528,addr:city,Redwood City,city
240430528,redwood_city_ca:bld_gid,20759,bld_gid
240430533,source,"City of Redwood City, CA 1013",regular
240430533,building,yes,regular
240430533,addr:city,Redwood City,city
240430533,redwood_city_ca:bld_gid,2207,bld_gid
240430538,source,"City of Redwood City, CA 1013",regular
240430538,building,yes,regular
240430538,addr:city,Redwood City,city
240430538,redwood_city_ca:bld_gid,10049,bld_gid
240430543,source,"City of Redwood City, CA 1013",regular
240430543,building,yes,regular
240430543,addr:city,Redwood City,city
240430543,redwood_city_ca:bld_gid,20531,bld_gid
240430548,source,"City of Redwood City, CA 1013",regular
240430548,building,yes,regular
240430548,addr:city,Redwood City,city
240430548,redwood_city_ca:bld_gid,13802,bld_gid
240430553,source,"City of Redwood City, CA 1013",regular
240430553,building,yes,regular
240430553,addr:city,Redwood City,city
240430553,redwood_city_ca:bld_gid,15584,bld_gid
240430558,source,"City of Redwood City, CA 1013",regular
240430558,building,yes,regular
240430558,addr:city,Redwood City,city
240430558,redwood_city_ca:bld_gid,12195,bld_gid
240430563,source,"City of Redwood City, CA 1013",regular
240430563,building,yes,regular
240430563,addr:city,Redwood City,city
240430563,redwood_city_ca:bld_gid,11544,bld_gid
240430568,source,"City of Redwood City, CA 1013",regular
240430568,building,yes,regular
240430568,addr:city,Redwood City,city
240430568,redwood_city_ca:bld_gid,11656,bld_gid
240430573,source,"City of Redwood City, CA 1013",regular
240430573,building,yes,regular
240430573,addr:city,Redwood City,city
240430573,redwood_city_ca:bld_gid,6690,bld_gid
240430579,source,"City of Redwood City, CA 1013",regular
240430579,building,yes,regular
240430579,addr:city,Redwood City,city
240430579,redwood_city_ca:bld_gid,12668,bld_gid
240430584,source,"City of Redwood City, CA 1013",regular
240430584,building,yes,regular
240430584,addr:city,Redwood City,city
240430584,redwood_city_ca:bld_gid,7369,bld_gid
240430708,source,"City of Redwood City, CA 1013",regular
240430708,building,yes,regular
240430708,addr:city,Redwood City,city
240430708,redwood_city_ca:bld_gid,14051,bld_gid
240430779,source,"City of Redwood City, CA 1013",regular
240430779,building,yes,regular
240430779,addr:city,Redwood City,city
240430779,redwood_city_ca:bld_gid,2496,bld_gid
240430866,source,"City of Redwood City, CA 1013",regular
240430866,building,yes,regular
240430866,addr:city,Redwood City,city
240430866,redwood_city_ca:bld_gid,11951,bld_gid
240431065,source,"City of Redwood City, CA 1013",regular
240431065,building,yes,regular
240431065,addr:city,Redwood City,city
240431065,redwood_city_ca:bld_gid,11979,bld_gid
240431136,source,"City of Redwood City, CA 1013",regular
240431136,building,yes,regular
240431136,addr:city,Redwood City,city
240431136,redwood_city_ca:bld_gid,12978,bld_gid
240431280,source,"City of Redwood City, CA 1013",regular
240431297,source,"City of Redwood City, CA 1013",regular
240431314,source,"City of Redwood City, CA 1013",regular
240467209,oneway,yes,regular
240467209,highway,service,regular
240467209,service,driveway,regular
240578863,name,Chevron,regular
240578863,phone,(650) 364-5404,regular
240578863,source,"City of Redwood City, CA 1013",regular
240578863,amenity,fuel,regular
240578863,website,http://www.chevron.com/productsservices/fuelsstations/,regular
240578863,building,retail,regular
240578863,addr:city,Redwood City,city
240578863,addr:street,El Camino Real,stre
240578863,addr:postcode,94063,post
240578863,addr:housenumber,2215,hous
240578863,redwood_city_ca:addr_id,5344,addr_id
240578863,redwood_city_ca:bld_gid,33696,bld_gid
240578871,source,"City of Redwood City, CA 1013",regular
240578871,building,yes,regular
240578871,addr:city,Redwood City,city
240578871,addr:street,Goodwin Court,stre
240578871,addr:housenumber,1,hous
240578871,redwood_city_ca:addr_id,5367,addr_id
240578871,redwood_city_ca:bld_gid,24911,bld_gid
240578890,source,"City of Redwood City, CA 1013",regular
240578890,building,yes,regular
240578890,addr:city,Redwood City,city
240578890,addr:street,King Street,stre
240578890,addr:housenumber,1003,hous
240578890,redwood_city_ca:addr_id,16084,addr_id
240578890,redwood_city_ca:bld_gid,17805,bld_gid
240579091,source,"City of Redwood City, CA 1013",regular
240579091,building,yes,regular
240579091,addr:city,Redwood City,city
240579091,addr:street,Grand Street,stre
240579091,addr:housenumber,1119,hous
240579091,redwood_city_ca:addr_id,15006,addr_id
240579091,redwood_city_ca:bld_gid,18282,bld_gid
240579247,source,"City of Redwood City, CA 1013",regular
240579247,building,yes,regular
240579247,addr:city,Redwood City,city
240579247,addr:street,Truman Street,stre
240579247,addr:housenumber,1140,hous
240579247,redwood_city_ca:addr_id,6716,addr_id
240579247,redwood_city_ca:bld_gid,25454,bld_gid
240579260,source,"City of Redwood City, CA 1013",regular
240579260,building,yes,regular
240579260,addr:city,Redwood City,city
240579260,addr:street,Grand Street,stre
240579260,addr:housenumber,1142,hous
240579260,redwood_city_ca:addr_id,16127,addr_id
240579260,redwood_city_ca:bld_gid,18314,bld_gid
240579290,source,"City of Redwood City, CA 1013",regular
240579290,building,yes,regular
240579290,addr:city,Redwood City,city
240579290,addr:street,Ruby Street,stre
240579290,addr:housenumber,1146,hous
240579290,redwood_city_ca:addr_id,8513,addr_id
240579290,redwood_city_ca:bld_gid,30268,bld_gid
240579353,source,"City of Redwood City, CA 1013",regular
240579353,building,yes,regular
240579353,addr:city,Redwood City,city
240579353,addr:street,Davis Street,stre
240579353,addr:housenumber,1155,hous
240579353,redwood_city_ca:addr_id,14746,addr_id
240579353,redwood_city_ca:bld_gid,18597,bld_gid
240579381,source,"City of Redwood City, CA 1013",regular
240579381,building,yes,regular
240579381,addr:city,Redwood City,city
240579381,addr:street,Vera Avenue,stre
240579381,addr:housenumber,116,hous
240579381,redwood_city_ca:addr_id,15641,addr_id
240579381,redwood_city_ca:bld_gid,32879,bld_gid
240579387,source,"City of Redwood City, CA 1013",regular
240579387,building,yes,regular
240579387,addr:city,Redwood City,city
240579387,addr:street,Woodrow Street,stre
240579387,addr:housenumber,1160,hous
240579387,redwood_city_ca:addr_id,16219,addr_id
240579387,redwood_city_ca:bld_gid,30940,bld_gid
240579456,source,"City of Redwood City, CA 1013",regular
240579456,building,yes,regular
240579456,addr:city,Redwood City,city
240579456,addr:street,Ebener Street,stre
240579456,addr:housenumber,1170,hous
240579456,redwood_city_ca:addr_id,16045,addr_id
240579456,redwood_city_ca:bld_gid,18272,bld_gid
240579479,source,"City of Redwood City, CA 1013",regular
240579479,building,yes,regular
240579479,addr:city,Redwood City,city
240579479,addr:street,Palm Avenue,stre
240579479,addr:housenumber,1173,hous
240579479,redwood_city_ca:addr_id,9078,addr_id
240579479,redwood_city_ca:bld_gid,23179,bld_gid
240579561,source,"City of Redwood City, CA 1013",regular
240579561,building,yes,regular
240579561,addr:city,Redwood City,city
240579561,addr:street,Hudson Street,stre
240579561,addr:housenumber,1187,hous
240579561,redwood_city_ca:addr_id,16132,addr_id
240579561,redwood_city_ca:bld_gid,18337,bld_gid
240579642,source,"City of Redwood City, CA 1013",regular
240579642,building,yes,regular
240579642,addr:city,Redwood City,city
240579642,addr:street,Junipero Avenue,stre
240579642,addr:housenumber,1203,hous
240579642,redwood_city_ca:addr_id,8630,addr_id
240579642,redwood_city_ca:bld_gid,22138,bld_gid
240579689,source,"City of Redwood City, CA 1013",regular
240579689,building,yes,regular
240579689,addr:city,Redwood City,city
240579689,addr:street,Roosevelt Avenue,stre
240579689,addr:housenumber,1216,hous
240579689,redwood_city_ca:addr_id,11193,addr_id
240579689,redwood_city_ca:bld_gid,17745,bld_gid
240579725,source,"City of Redwood City, CA 1013",regular
240579725,building,yes,regular
240579725,addr:city,Redwood City,city
240579725,addr:street,Sierra Street,stre
240579725,addr:housenumber,1223,hous
240579725,redwood_city_ca:addr_id,10122,addr_id
240579725,redwood_city_ca:bld_gid,22057,bld_gid
240579771,source,"City of Redwood City, CA 1013",regular
240579771,building,yes,regular
240579771,addr:city,Redwood City,city
240579771,addr:street,Clinton Street,stre
240579771,addr:housenumber,1234,hous
240579771,redwood_city_ca:addr_id,5190,addr_id
240579771,redwood_city_ca:bld_gid,18635,bld_gid
240579800,source,"City of Redwood City, CA 1013",regular
240579800,building,yes,regular
240579800,addr:city,Redwood City,city
240579800,addr:street,Roosevelt Avenue,stre
240579800,addr:housenumber,1241,hous
240579800,redwood_city_ca:addr_id,11236,addr_id
240579800,redwood_city_ca:bld_gid,21945,bld_gid
240580044,source,"City of Redwood City, CA 1013",regular
240580044,building,yes,regular
240580044,addr:city,Redwood City,city
240580044,addr:street,Valota Road,stre
240580044,addr:housenumber,1346,hous
240580044,redwood_city_ca:addr_id,9083,addr_id
240580044,redwood_city_ca:bld_gid,22197,bld_gid
240580050,source,"City of Redwood City, CA 1013",regular
240580050,building,yes,regular
240580050,addr:city,Redwood City,city
240580050,addr:street,Oxford Street,stre
240580050,addr:housenumber,1349,hous
240580050,redwood_city_ca:addr_id,15325,addr_id
240580050,redwood_city_ca:bld_gid,20809,bld_gid
240580106,source,"City of Redwood City, CA 1013",regular
240580106,building,yes,regular
240580106,addr:city,Redwood City,city
240580106,addr:street,Valota Road,stre
240580106,addr:housenumber,1382,hous
240580106,redwood_city_ca:addr_id,9095,addr_id
240580106,redwood_city_ca:bld_gid,22190,bld_gid
240580132,source,"City of Redwood City, CA 1013",regular
240580132,building,yes,regular
240580132,addr:city,Redwood City,city
240580132,addr:street,Kentfield Avenue,stre
240580132,addr:housenumber,1400,hous
240580132,redwood_city_ca:addr_id,10110,addr_id
240580132,redwood_city_ca:bld_gid,23364,bld_gid
240580149,source,"City of Redwood City, CA 1013",regular
240580149,building,yes,regular
240580149,addr:city,Redwood City,city
240580149,addr:street,Mitchell Way,stre
240580149,addr:housenumber,1403,hous
240580149,redwood_city_ca:addr_id,12048,addr_id
240580149,redwood_city_ca:bld_gid,26623,bld_gid
240580170,source,"City of Redwood City, CA 1013",regular
240580170,building,yes,regular
240580170,addr:city,Redwood City,city
240580170,addr:street,Oxford Street,stre
240580170,addr:housenumber,1411,hous
240580170,redwood_city_ca:addr_id,15321,addr_id
240580170,redwood_city_ca:bld_gid,22433,bld_gid
240580430,source,"City of Redwood City, CA 1013",regular
240580430,building,yes,regular
240580430,addr:city,Redwood City,city
240580430,addr:street,Woodside Road,stre
240580430,addr:housenumber,1500,hous
240580430,redwood_city_ca:addr_id,7445,addr_id
240580430,redwood_city_ca:bld_gid,33892,bld_gid
240580461,source,"City of Redwood City, CA 1013",regular
240580461,building,yes,regular
240580461,addr:city,Redwood City,city
240580461,addr:street,Roosevelt Avenue,stre
240580461,addr:housenumber,1507,hous
240580461,redwood_city_ca:addr_id,10563,addr_id
240580461,redwood_city_ca:bld_gid,21859,bld_gid
240580469,source,"City of Redwood City, CA 1013",regular
240580469,building,yes,regular
240580469,addr:city,Redwood City,city
240580469,addr:street,Fernside Street,stre
240580469,addr:housenumber,1509,hous
240580469,redwood_city_ca:addr_id,12502,addr_id
240580469,redwood_city_ca:bld_gid,26247,bld_gid
240580567,source,"City of Redwood City, CA 1013",regular
240580567,building,yes,regular
240580567,addr:city,Redwood City,city
240580567,addr:street,Fernside Street,stre
240580567,addr:housenumber,1533,hous
240580567,redwood_city_ca:addr_id,12504,addr_id
240580567,redwood_city_ca:bld_gid,27081,bld_gid
240580579,source,"City of Redwood City, CA 1013",regular
240580579,building,yes,regular
240580579,addr:city,Redwood City,city
240580579,addr:street,Granger Way,stre
240580579,addr:housenumber,1536,hous
240580579,redwood_city_ca:addr_id,12527,addr_id
240580579,redwood_city_ca:bld_gid,26664,bld_gid
240580592,source,"City of Redwood City, CA 1013",regular
240580592,building,yes,regular
240580592,addr:city,Redwood City,city
240580592,addr:street,Maddux Drive,stre
240580592,addr:housenumber,1541,hous
240580592,redwood_city_ca:addr_id,12589,addr_id
240580592,redwood_city_ca:bld_gid,28397,bld_gid
240580635,source,"City of Redwood City, CA 1013",regular
240580635,building,yes,regular
240580635,addr:city,Redwood City,city
240580635,addr:street,Fernside Street,stre
240580635,addr:housenumber,1557,hous
240580635,redwood_city_ca:addr_id,12655,addr_id
240580635,redwood_city_ca:bld_gid,27091,bld_gid
240580652,source,"City of Redwood City, CA 1013",regular
240580652,building,yes,regular
240580652,addr:city,Redwood City,city
240580652,addr:street,Virginia Avenue,stre
240580652,addr:housenumber,1562,hous
240580652,redwood_city_ca:addr_id,7277,addr_id
240580652,redwood_city_ca:bld_gid,31096,bld_gid
240580784,source,"City of Redwood City, CA 1013",regular
240580784,building,yes,regular
240580784,addr:city,Redwood City,city
240580784,addr:street,Redwood Avenue,stre
240580784,addr:housenumber,1605,hous
240580784,redwood_city_ca:addr_id,10981,addr_id
240580784,redwood_city_ca:bld_gid,22250,bld_gid
240580834,source,"City of Redwood City, CA 1013",regular
240580834,building,yes,regular
240580834,addr:city,Redwood City,city
240580834,addr:street,Lark Avenue,stre
240580834,addr:housenumber,1615,hous
240580834,redwood_city_ca:addr_id,17491,addr_id
240580834,redwood_city_ca:bld_gid,30293,bld_gid
240580841,source,"City of Redwood City, CA 1013",regular
240580841,building,yes,regular
240580841,addr:city,Redwood City,city
240580841,addr:street,Lark Avenue,stre
240580841,addr:housenumber,1616,hous
240580841,redwood_city_ca:addr_id,17500,addr_id
240580841,redwood_city_ca:bld_gid,30287,bld_gid
240580857,source,"City of Redwood City, CA 1013",regular
240580857,building,yes,regular
240580857,addr:city,Redwood City,city
240580857,addr:street,Roosevelt Avenue,stre
240580857,addr:housenumber,162,hous
240580857,redwood_city_ca:addr_id,16713,addr_id
240580857,redwood_city_ca:bld_gid,18533,bld_gid
240580870,source,"City of Redwood City, CA 1013",regular
240580870,building,yes,regular
240580870,addr:city,Redwood City,city
240580870,addr:street,Palm Avenue,stre
240580870,addr:housenumber,1621,hous
240580870,redwood_city_ca:addr_id,10936,addr_id
240580870,redwood_city_ca:bld_gid,23025,bld_gid
240580950,source,"City of Redwood City, CA 1013",regular
240580950,building,yes,regular
240580950,addr:city,Redwood City,city
240580950,addr:street,Anamor Street,stre
240580950,addr:housenumber,1638,hous
240580950,redwood_city_ca:addr_id,7340,addr_id
240580950,redwood_city_ca:bld_gid,25337,bld_gid
240580958,source,"City of Redwood City, CA 1013",regular
240580958,building,yes,regular
240580958,addr:city,Redwood City,city
240580958,addr:street,Kentucky Street,stre
240580958,addr:housenumber,1639,hous
240580958,redwood_city_ca:addr_id,7367,addr_id
240580958,redwood_city_ca:bld_gid,26335,bld_gid
240580972,source,"City of Redwood City, CA 1013",regular
240580972,building,yes,regular
240580972,addr:city,Redwood City,city
240580972,addr:street,Anamor Street,stre
240580972,addr:housenumber,1642,hous
240580972,redwood_city_ca:addr_id,7339,addr_id
240580972,redwood_city_ca:bld_gid,25335,bld_gid
240581001,source,"City of Redwood City, CA 1013",regular
240581001,building,yes,regular
240581001,addr:city,Redwood City,city
240581001,addr:street,Connecticut Drive,stre
240581001,addr:housenumber,1647,hous
240581001,redwood_city_ca:addr_id,12870,addr_id
240581001,redwood_city_ca:bld_gid,28231,bld_gid
240581234,source,"City of Redwood City, CA 1013",regular
240581234,building,yes,regular
240581234,addr:city,Redwood City,city
240581234,addr:street,Anamor Street,stre
240581234,addr:housenumber,1678,hous
240581234,redwood_city_ca:addr_id,7347,addr_id
240581234,redwood_city_ca:bld_gid,28240,bld_gid
240581384,source,"City of Redwood City, CA 1013",regular
240581384,building,yes,regular
240581384,addr:city,Redwood City,city
240581384,addr:street,Ethel Court,stre
240581384,addr:housenumber,17,hous
240581384,redwood_city_ca:addr_id,11289,addr_id
240581384,redwood_city_ca:bld_gid,26723,bld_gid
240581392,source,"City of Redwood City, CA 1013",regular
240581392,building,yes,regular
240581392,addr:city,Redwood City,city
240581392,addr:street,Rosemary Lane,stre
240581392,addr:housenumber,1702,hous
240581392,redwood_city_ca:addr_id,7231,addr_id
240581392,redwood_city_ca:bld_gid,28029,bld_gid
240581404,source,"City of Redwood City, CA 1013",regular
240581404,building,yes,regular
240581404,addr:city,Redwood City,city
240581404,addr:street,Hampton Avenue,stre
240581404,addr:housenumber,1705,hous
240581404,redwood_city_ca:addr_id,7223,addr_id
240581404,redwood_city_ca:bld_gid,31115,bld_gid
240581454,source,"City of Redwood City, CA 1013",regular
240581454,building,yes,regular
240581454,addr:city,Redwood City,city
240581454,addr:street,Maryland Street,stre
240581454,addr:housenumber,1719,hous
240581454,redwood_city_ca:addr_id,12547,addr_id
240581454,redwood_city_ca:bld_gid,30634,bld_gid
240581534,source,"City of Redwood City, CA 1013",regular
240581534,building,yes,regular
240581534,addr:city,Redwood City,city
240581534,addr:street,Virginia Avenue,stre
240581534,addr:housenumber,1739,hous
240581534,redwood_city_ca:addr_id,7120,addr_id
240581534,redwood_city_ca:bld_gid,28613,bld_gid
240581544,source,"City of Redwood City, CA 1013",regular
240581544,building,yes,regular
240581544,addr:city,Redwood City,city
240581544,addr:street,Alameda,stre
240581544,addr:housenumber,1742,hous
240581544,redwood_city_ca:addr_id,11814,addr_id
240581544,redwood_city_ca:bld_gid,30528,bld_gid
240581594,source,"City of Redwood City, CA 1013",regular
240581594,building,yes,regular
240581594,addr:city,Redwood City,city
240581594,addr:street,Anamor Street,stre
240581594,addr:housenumber,1755,hous
240581594,redwood_city_ca:addr_id,7378,addr_id
240581594,redwood_city_ca:bld_gid,26794,bld_gid
240581647,source,"City of Redwood City, CA 1013",regular
240581647,building,yes,regular
240581647,addr:city,Redwood City,city
240581647,addr:street,Hampton Avenue,stre
240581647,addr:housenumber,1773,hous
240581647,redwood_city_ca:addr_id,7219,addr_id
240581647,redwood_city_ca:bld_gid,27895,bld_gid
240581661,source,"City of Redwood City, CA 1013",regular
240581661,building,yes,regular
240581661,addr:city,Redwood City,city
240581661,addr:street,Rosemary Lane,stre
240581661,addr:housenumber,1783,hous
240581661,redwood_city_ca:addr_id,9198,addr_id
240581661,redwood_city_ca:bld_gid,26819,bld_gid
240581785,source,"City of Redwood City, CA 1013",regular
240581785,building,yes,regular
240581785,addr:city,Redwood City,city
240581785,addr:street,Maddux Drive,stre
240581785,addr:housenumber,1857,hous
240581785,redwood_city_ca:addr_id,12914,addr_id
240581785,redwood_city_ca:bld_gid,31150,bld_gid
240581876,source,"City of Redwood City, CA 1013",regular
240581876,building,yes,regular
240581876,addr:city,Redwood City,city
240581876,addr:street,Woodside Road,stre
240581876,addr:housenumber,1928,hous
240581876,redwood_city_ca:addr_id,5481,addr_id
240581876,redwood_city_ca:bld_gid,31431,bld_gid
240581936,source,"City of Redwood City, CA 1013",regular
240581936,building,yes,regular
240581936,addr:city,Redwood City,city
240581936,addr:street,Fernside Street,stre
240581936,addr:housenumber,1999,hous
240581936,redwood_city_ca:addr_id,4764,addr_id
240581936,redwood_city_ca:bld_gid,30534,bld_gid
240581942,source,"City of Redwood City, CA 1013",regular
240581942,building,yes,regular
240581942,addr:city,Redwood City,city
240581942,addr:street,Sycamore Court,stre
240581942,addr:housenumber,20,hous
240581942,redwood_city_ca:addr_id,7151,addr_id
240581942,redwood_city_ca:bld_gid,28595,bld_gid
240581980,source,"City of Redwood City, CA 1013",regular
240581980,building,yes,regular
240581980,addr:city,Redwood City,city
240581980,addr:street,Oregon Avenue,stre
240581980,addr:housenumber,2023,hous
240581980,redwood_city_ca:addr_id,8619,addr_id
240581980,redwood_city_ca:bld_gid,27823,bld_gid
240582001,source,"City of Redwood City, CA 1013",regular
240582001,building,yes,regular
240582001,addr:city,Redwood City,city
240582001,addr:street,Palm Avenue,stre
240582001,addr:housenumber,2033,hous
240582001,redwood_city_ca:addr_id,10827,addr_id
240582001,redwood_city_ca:bld_gid,27843,bld_gid
240582039,source,"City of Redwood City, CA 1013",regular
240582039,building,yes,regular
240582039,addr:city,Redwood City,city
240582039,addr:street,Palm Avenue,stre
240582039,addr:housenumber,2054,hous
240582039,redwood_city_ca:addr_id,10824,addr_id
240582039,redwood_city_ca:bld_gid,27809,bld_gid
240582114,source,"City of Redwood City, CA 1013",regular
240582114,building,yes,regular
240582114,addr:city,Redwood City,city
240582114,addr:street,Mcgarvey Avenue,stre
240582114,addr:housenumber,2178,hous
240582114,redwood_city_ca:addr_id,8573,addr_id
240582114,redwood_city_ca:bld_gid,25473,bld_gid
240582206,source,"City of Redwood City, CA 1013",regular
240582206,building,yes,regular
240582206,addr:city,Redwood City,city
240582206,addr:street,Delaware Avenue,stre
240582206,addr:housenumber,2421,hous
240582206,redwood_city_ca:addr_id,6187,addr_id
240582206,redwood_city_ca:bld_gid,30482,bld_gid
240582282,source,"City of Redwood City, CA 1013",regular
240582282,building,yes,regular
240582282,addr:city,Redwood City,city
240582282,addr:street,Oregon Avenue,stre
240582282,addr:housenumber,2453,hous
240582282,redwood_city_ca:addr_id,12241,addr_id
240582282,redwood_city_ca:bld_gid,28190,bld_gid
240582304,source,"City of Redwood City, CA 1013",regular
240582304,building,yes,regular
240582304,addr:city,Redwood City,city
240582304,addr:street,Carolina Avenue,stre
240582304,addr:housenumber,2465,hous
240582304,redwood_city_ca:addr_id,12704,addr_id
240582304,redwood_city_ca:bld_gid,26383,bld_gid
240582310,source,"City of Redwood City, CA 1013",regular
240582310,building,yes,regular
240582310,addr:city,Redwood City,city
240582310,addr:street,Lincoln Avenue,stre
240582310,addr:housenumber,247,hous
240582310,redwood_city_ca:addr_id,14828,addr_id
240582310,redwood_city_ca:bld_gid,18445,bld_gid
240582355,source,"City of Redwood City, CA 1013",regular
240582355,building,yes,regular
240582355,addr:city,Redwood City,city
240582355,addr:street,Hampton Avenue,stre
240582355,addr:housenumber,2516,hous
240582355,redwood_city_ca:addr_id,13002,addr_id
240582355,redwood_city_ca:bld_gid,28436,bld_gid
240582378,source,"City of Redwood City, CA 1013",regular
240582378,building,yes,regular
240582378,addr:city,Redwood City,city
240582378,addr:street,Hampton Avenue,stre
240582378,addr:housenumber,2560,hous
240582378,redwood_city_ca:addr_id,11766,addr_id
240582378,redwood_city_ca:bld_gid,28455,bld_gid
240582413,source,"City of Redwood City, CA 1013",regular
240582413,building,yes,regular
240582413,addr:city,Redwood City,city
240582413,addr:street,Carolina Avenue,stre
240582413,addr:housenumber,2610,hous
240582413,redwood_city_ca:addr_id,12905,addr_id
240582413,redwood_city_ca:bld_gid,31176,bld_gid
240582470,source,"City of Redwood City, CA 1013",regular
240582470,building,yes,regular
240582470,addr:city,Redwood City,city
240582470,addr:street,Carolina Avenue,stre
240582470,addr:housenumber,2665,hous
240582470,redwood_city_ca:addr_id,6270,addr_id
240582470,redwood_city_ca:bld_gid,31189,bld_gid
240582503,source,"City of Redwood City, CA 1013",regular
240582503,building,yes,regular
240582503,addr:city,Redwood City,city
240582503,addr:street,Carolina Avenue,stre
240582503,addr:housenumber,2682,hous
240582503,redwood_city_ca:addr_id,5403,addr_id
240582503,redwood_city_ca:bld_gid,31171,bld_gid
240582656,source,"City of Redwood City, CA 1013",regular
240582656,building,yes,regular
240582656,addr:city,Redwood City,city
240582656,addr:street,Carolina Avenue,stre
240582656,addr:housenumber,2769,hous
240582656,redwood_city_ca:addr_id,5582,addr_id
240582656,redwood_city_ca:bld_gid,31316,bld_gid
240582705,source,"City of Redwood City, CA 1013",regular
240582705,building,yes,regular
240582705,addr:city,Redwood City,city
240582705,addr:street,Kensington Road,stre
240582705,addr:housenumber,2806,hous
240582705,redwood_city_ca:addr_id,13020,addr_id
240582705,redwood_city_ca:bld_gid,27356,bld_gid
240582738,source,"City of Redwood City, CA 1013",regular
240582738,building,yes,regular
240582738,addr:city,Redwood City,city
240582738,addr:street,Washington Avenue,stre
240582738,addr:housenumber,2874,hous
240582738,redwood_city_ca:addr_id,11883,addr_id
240582738,redwood_city_ca:bld_gid,26287,bld_gid
240582832,source,"City of Redwood City, CA 1013",regular
240582832,building,yes,regular
240582832,addr:city,Redwood City,city
240582832,addr:street,Goodwin Avenue,stre
240582832,addr:housenumber,3131,hous
240582832,redwood_city_ca:addr_id,5377,addr_id
240582832,redwood_city_ca:bld_gid,29971,bld_gid
240582892,source,"City of Redwood City, CA 1013",regular
240582892,building,yes,regular
240582892,addr:city,Redwood City,city
240582892,addr:street,Duane Street,stre
240582892,addr:housenumber,403,hous
240582892,redwood_city_ca:addr_id,9414,addr_id
240582892,redwood_city_ca:bld_gid,12387,bld_gid
240582908,source,"City of Redwood City, CA 1013",regular
240582908,building,yes,regular
240582908,addr:city,Redwood City,city
240582908,addr:street,Upton Street,stre
240582908,addr:housenumber,409,hous
240582908,redwood_city_ca:addr_id,7530,addr_id
240582923,source,"City of Redwood City, CA 1013",regular
240582923,building,yes,regular
240582923,addr:city,Redwood City,city
240582923,addr:street,Lincoln Avenue,stre
240582923,addr:housenumber,413,hous
240582923,redwood_city_ca:addr_id,14853,addr_id
240582923,redwood_city_ca:bld_gid,18011,bld_gid
240582943,source,"City of Redwood City, CA 1013",regular
240582943,building,yes,regular
240582943,addr:city,Redwood City,city
240582943,addr:street,Upton Street,stre
240582943,addr:housenumber,421,hous
240582943,redwood_city_ca:addr_id,7531,addr_id
240582981,source,"City of Redwood City, CA 1013",regular
240582981,building,yes,regular
240582981,addr:city,Redwood City,city
240582981,addr:street,Alameda,stre
240582981,addr:housenumber,435,hous
240582981,redwood_city_ca:addr_id,6731,addr_id
240582989,source,"City of Redwood City, CA 1013",regular
240582989,building,yes,regular
240582989,addr:city,Redwood City,city
240582989,addr:street,Oak Avenue,stre
240582989,addr:housenumber,439-,hous
240582989,redwood_city_ca:addr_id,16960,addr_id
240582989,redwood_city_ca:bld_gid,19238,bld_gid
240583068,source,"City of Redwood City, CA 1013",regular
240583068,building,yes,regular
240583068,addr:city,Redwood City,city
240583068,addr:street,Oak Avenue,stre
240583068,addr:housenumber,503,hous
240583068,redwood_city_ca:addr_id,15499,addr_id
240583068,redwood_city_ca:bld_gid,19226,bld_gid
240583074,source,"City of Redwood City, CA 1013",regular
240583074,building,yes,regular
240583074,addr:city,Redwood City,city
240583074,addr:street,Upton Street,stre
240583074,addr:housenumber,505,hous
240583074,redwood_city_ca:addr_id,8293,addr_id
240583140,source,"City of Redwood City, CA 1013",regular
240583140,building,yes,regular
240583140,addr:city,Redwood City,city
240583140,addr:street,Madison Avenue,stre
240583140,addr:housenumber,527,hous
240583140,redwood_city_ca:addr_id,14132,addr_id
240583140,redwood_city_ca:bld_gid,17106,bld_gid
240583151,source,"City of Redwood City, CA 1013",regular
240583151,building,yes,regular
240583151,addr:city,Redwood City,city
240583151,addr:street,Hudson Street,stre
240583151,addr:housenumber,534,hous
240583151,redwood_city_ca:addr_id,18533,addr_id
240583151,redwood_city_ca:bld_gid,15465,bld_gid
240583154,source,"City of Redwood City, CA 1013",regular
240583154,building,yes,regular
240583154,addr:city,Redwood City,city
240583154,addr:street,Jeter Street,stre
240583154,addr:housenumber,535,hous
240583154,redwood_city_ca:addr_id,18599,addr_id
240583154,redwood_city_ca:bld_gid,15517,bld_gid
240583177,source,"City of Redwood City, CA 1013",regular
